repetition,accuracy_after,accuracy_before,accuracy_drop,bias_loss,loss_after,loss_before,penalty_fn,staleness_factor,staleness_gap
1,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,hyperbolic,1.0,0
1,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,exponential_05,1.0,0
1,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,exponential_01,1.0,0
1,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,no_penalty,1.0,0
1,0.6475,0.64375,-0.00375,0.0,1.07354,1.07354,hyperbolic,0.5,1
1,0.645,0.64375,-0.00125,3.0e-5,1.07357,1.07354,exponential_05,0.60653,1
1,0.64625,0.64375,-0.0025,1.8e-4,1.07372,1.07354,exponential_01,0.90484,1
1,0.645,0.64375,-0.00125,2.5e-4,1.07379,1.07354,no_penalty,1.0,1
1,0.64625,0.64625,0.0,-0.0002,1.07167,1.07186,hyperbolic,0.33333,2
1,0.64625,0.64625,0.0,-2.1e-4,1.07165,1.07186,exponential_05,0.36788,2
1,0.645,0.64625,0.00125,-0.0003,1.07157,1.07186,exponential_01,0.81873,2
1,0.64375,0.64625,0.0025,-2.7e-4,1.07159,1.07186,no_penalty,1.0,2
1,0.64875,0.64875,0.0,-1.2e-4,1.06687,1.06699,hyperbolic,0.25,3
1,0.64875,0.64875,0.0,-1.1e-4,1.06688,1.06699,exponential_05,0.22313,3
1,0.64625,0.64875,0.0025,-0.0002,1.06679,1.06699,exponential_01,0.74082,3
1,0.64625,0.64875,0.0025,-1.5e-4,1.06684,1.06699,no_penalty,1.0,3
1,0.645,0.64625,0.00125,-1.7e-4,1.06448,1.06465,hyperbolic,0.16667,5
1,0.645,0.64625,0.00125,-9.0e-5,1.06457,1.06465,exponential_05,0.08208,5
1,0.64625,0.64625,0.0,-0.0005,1.06415,1.06465,exponential_01,0.60653,5
1,0.65,0.64625,-0.00375,-6.5e-4,1.064,1.06465,no_penalty,1.0,5
1,0.65375,0.65375,0.0,-1.5e-4,1.05881,1.05896,hyperbolic,0.11111,8
1,0.65375,0.65375,0.0,-3.0e-5,1.05894,1.05896,exponential_05,0.01832,8
1,0.6525,0.65375,0.00125,-5.4e-4,1.05842,1.05896,exponential_01,0.44933,8
1,0.65125,0.65375,0.0025,-9.9e-4,1.05798,1.05896,no_penalty,1.0,8
1,0.65875,0.65875,0.0,-1.3e-4,1.05469,1.05482,hyperbolic,0.09091,10
1,0.65875,0.65875,0.0,-1.0e-5,1.05481,1.05482,exponential_05,0.00674,10
1,0.65875,0.65875,0.0,-4.8e-4,1.05434,1.05482,exponential_01,0.36788,10
1,0.6575,0.65875,0.00125,-0.00104,1.05378,1.05482,no_penalty,1.0,10
1,0.655,0.655,0.0,-1.6e-4,1.05178,1.05194,hyperbolic,0.0625,15
1,0.655,0.655,0.0,-0.0,1.05194,1.05194,exponential_05,5.5e-4,15
1,0.65375,0.655,0.00125,-5.7e-4,1.05137,1.05194,exponential_01,0.22313,15
1,0.655,0.655,0.0,-0.00227,1.04967,1.05194,no_penalty,1.0,15
1,0.6575,0.6575,0.0,-1.4e-4,1.04495,1.04508,hyperbolic,0.04762,20
1,0.6575,0.6575,0.0,-0.0,1.04508,1.04508,exponential_05,5.0e-5,20
1,0.6575,0.6575,0.0,-3.8e-4,1.0447,1.04508,exponential_01,0.13534,20
1,0.65625,0.6575,0.00125,-0.00256,1.04252,1.04508,no_penalty,1.0,20
2,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,hyperbolic,1.0,0
2,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,exponential_05,1.0,0
2,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,exponential_01,1.0,0
2,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,no_penalty,1.0,0
2,0.65,0.65,0.0,-0.00164,1.07516,1.0768,hyperbolic,0.5,1
2,0.6475,0.65,0.0025,-0.00196,1.07484,1.0768,exponential_05,0.60653,1
2,0.645,0.65,0.005,-0.00277,1.07403,1.0768,exponential_01,0.90484,1
2,0.645,0.65,0.005,-0.00301,1.07379,1.0768,no_penalty,1.0,1
2,0.65125,0.65125,0.0,-0.0011,1.07407,1.07517,hyperbolic,0.33333,2
2,0.65,0.65125,0.00125,-0.00121,1.07396,1.07517,exponential_05,0.36788,2
2,0.64625,0.65125,0.005,-0.0025,1.07267,1.07517,exponential_01,0.81873,2
2,0.64875,0.65125,0.0025,-0.00295,1.07222,1.07517,no_penalty,1.0,2
2,0.6475,0.6475,0.0,-8.7e-4,1.07341,1.07428,hyperbolic,0.25,3
2,0.6475,0.6475,0.0,-7.8e-4,1.0735,1.07428,exponential_05,0.22313,3
2,0.645,0.6475,0.0025,-0.0024,1.07188,1.07428,exponential_01,0.74082,3
2,0.6475,0.6475,0.0,-0.00311,1.07117,1.07428,no_penalty,1.0,3
2,0.64875,0.6475,-0.00125,-5.8e-4,1.07256,1.07315,hyperbolic,0.16667,5
2,0.6475,0.6475,0.0,-2.9e-4,1.07286,1.07315,exponential_05,0.08208,5
2,0.64625,0.6475,0.00125,-0.00197,1.07117,1.07315,exponential_01,0.60653,5
2,0.64375,0.6475,0.00375,-0.00306,1.07008,1.07315,no_penalty,1.0,5
2,0.64875,0.64875,0.0,-4.7e-4,1.07331,1.07378,hyperbolic,0.11111,8
2,0.64875,0.64875,0.0,-8.0e-5,1.0737,1.07378,exponential_05,0.01832,8
2,0.65,0.64875,-0.00125,-0.00183,1.07195,1.07378,exponential_01,0.44933,8
2,0.64875,0.64875,0.0,-0.00382,1.06996,1.07378,no_penalty,1.0,8
2,0.655,0.655,0.0,-3.9e-4,1.06874,1.06913,hyperbolic,0.09091,10
2,0.655,0.655,0.0,-3.0e-5,1.0691,1.06913,exponential_05,0.00674,10
2,0.6575,0.655,-0.0025,-0.00152,1.0676,1.06913,exponential_01,0.36788,10
2,0.65875,0.655,-0.00375,-0.00387,1.06526,1.06913,no_penalty,1.0,10
2,0.645,0.645,0.0,-2.8e-4,1.07093,1.0712,hyperbolic,0.0625,15
2,0.645,0.645,0.0,-0.0,1.0712,1.0712,exponential_05,5.5e-4,15
2,0.645,0.645,0.0,-9.7e-4,1.07023,1.0712,exponential_01,0.22313,15
2,0.64375,0.645,0.00125,-0.00403,1.06718,1.0712,no_penalty,1.0,15
2,0.64375,0.64375,0.0,-2.2e-4,1.05825,1.05847,hyperbolic,0.04762,20
2,0.64375,0.64375,0.0,-0.0,1.05847,1.05847,exponential_05,5.0e-5,20
2,0.645,0.64375,-0.00125,-6.1e-4,1.05786,1.05847,exponential_01,0.13534,20
2,0.645,0.64375,-0.00125,-0.00419,1.05427,1.05847,no_penalty,1.0,20
3,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,hyperbolic,1.0,0
3,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,exponential_05,1.0,0
3,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,exponential_01,1.0,0
3,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,no_penalty,1.0,0
3,0.64875,0.65,0.00125,-5.1e-4,1.07629,1.0768,hyperbolic,0.5,1
3,0.64875,0.65,0.00125,-5.9e-4,1.07621,1.0768,exponential_05,0.60653,1
3,0.64875,0.65,0.00125,-7.5e-4,1.07605,1.0768,exponential_01,0.90484,1
3,0.64625,0.65,0.00375,-7.8e-4,1.07602,1.0768,no_penalty,1.0,1
3,0.645,0.645,0.0,-4.6e-4,1.07811,1.07857,hyperbolic,0.33333,2
3,0.64625,0.645,-0.00125,-5.1e-4,1.07806,1.07857,exponential_05,0.36788,2
3,0.64375,0.645,0.00125,-9.7e-4,1.0776,1.07857,exponential_01,0.81873,2
3,0.64375,0.645,0.00125,-0.0011,1.07747,1.07857,no_penalty,1.0,2
3,0.6525,0.6525,0.0,-3.6e-4,1.07613,1.07649,hyperbolic,0.25,3
3,0.6525,0.6525,0.0,-3.2e-4,1.07617,1.07649,exponential_05,0.22313,3
3,0.64875,0.6525,0.00375,-9.1e-4,1.07559,1.07649,exponential_01,0.74082,3
3,0.65,0.6525,0.0025,-0.00111,1.07538,1.07649,no_penalty,1.0,3
3,0.655,0.655,0.0,-2.7e-4,1.07032,1.07059,hyperbolic,0.16667,5
3,0.655,0.655,0.0,-1.4e-4,1.07045,1.07059,exponential_05,0.08208,5
3,0.655,0.655,0.0,-8.8e-4,1.06971,1.07059,exponential_01,0.60653,5
3,0.65375,0.655,0.00125,-0.00129,1.0693,1.07059,no_penalty,1.0,5
3,0.64625,0.64625,0.0,-2.5e-4,1.07067,1.07093,hyperbolic,0.11111,8
3,0.64625,0.64625,0.0,-4.0e-5,1.07088,1.07093,exponential_05,0.01832,8
3,0.65,0.64625,-0.00375,-9.7e-4,1.06996,1.07093,exponential_01,0.44933,8
3,0.65125,0.64625,-0.005,-0.00194,1.06899,1.07093,no_penalty,1.0,8
3,0.6525,0.65125,-0.00125,-2.1e-4,1.06473,1.06494,hyperbolic,0.09091,10
3,0.65125,0.65125,0.0,-2.0e-5,1.06493,1.06494,exponential_05,0.00674,10
3,0.655,0.65125,-0.00375,-8.1e-4,1.06413,1.06494,exponential_01,0.36788,10
3,0.655,0.65125,-0.00375,-0.00197,1.06297,1.06494,no_penalty,1.0,10
3,0.65625,0.655,-0.00125,-1.6e-4,1.06149,1.06165,hyperbolic,0.0625,15
3,0.655,0.655,0.0,-0.0,1.06165,1.06165,exponential_05,5.5e-4,15
3,0.65625,0.655,-0.00125,-5.7e-4,1.06108,1.06165,exponential_01,0.22313,15
3,0.65625,0.655,-0.00125,-0.00228,1.05938,1.06165,no_penalty,1.0,15
3,0.6425,0.6425,0.0,-1.4e-4,1.05837,1.05851,hyperbolic,0.04762,20
3,0.6425,0.6425,0.0,-0.0,1.05851,1.05851,exponential_05,5.0e-5,20
3,0.6425,0.6425,0.0,-3.9e-4,1.05811,1.05851,exponential_01,0.13534,20
3,0.6475,0.6425,-0.005,-0.00265,1.05586,1.05851,no_penalty,1.0,20
4,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,hyperbolic,1.0,0
4,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,exponential_05,1.0,0
4,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,exponential_01,1.0,0
4,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,no_penalty,1.0,0
4,0.65625,0.65625,0.0,-6.9e-4,1.0708,1.0715,hyperbolic,0.5,1
4,0.65625,0.65625,0.0,-8.2e-4,1.07068,1.0715,exponential_05,0.60653,1
4,0.65625,0.65625,0.0,-0.00112,1.07038,1.0715,exponential_01,0.90484,1
4,0.65375,0.65625,0.0025,-0.0012,1.07029,1.0715,no_penalty,1.0,1
4,0.64875,0.65125,0.0025,-0.0005,1.07024,1.07074,hyperbolic,0.33333,2
4,0.6475,0.65125,0.00375,-5.4e-4,1.07019,1.07074,exponential_05,0.36788,2
4,0.65,0.65125,0.00125,-0.00108,1.06966,1.07074,exponential_01,0.81873,2
4,0.65,0.65125,0.00125,-0.00126,1.06948,1.07074,no_penalty,1.0,2
4,0.64625,0.65,0.00375,-4.1e-4,1.07049,1.0709,hyperbolic,0.25,3
4,0.64625,0.65,0.00375,-3.7e-4,1.07053,1.0709,exponential_05,0.22313,3
4,0.6475,0.65,0.0025,-0.00107,1.06983,1.0709,exponential_01,0.74082,3
4,0.6475,0.65,0.0025,-0.00135,1.06955,1.0709,no_penalty,1.0,3
4,0.65375,0.6525,-0.00125,-2.8e-4,1.06336,1.06364,hyperbolic,0.16667,5
4,0.655,0.6525,-0.0025,-1.4e-4,1.0635,1.06364,exponential_05,0.08208,5
4,0.6525,0.6525,0.0,-9.3e-4,1.06271,1.06364,exponential_01,0.60653,5
4,0.65375,0.6525,-0.00125,-0.00141,1.06223,1.06364,no_penalty,1.0,5
4,0.65,0.65,0.0,-2.1e-4,1.06137,1.06158,hyperbolic,0.11111,8
4,0.65,0.65,0.0,-4.0e-5,1.06154,1.06158,exponential_05,0.01832,8
4,0.65125,0.65,-0.00125,-8.2e-4,1.06076,1.06158,exponential_01,0.44933,8
4,0.65625,0.65,-0.00625,-0.00166,1.05992,1.06158,no_penalty,1.0,8
4,0.65,0.65,0.0,-1.9e-4,1.05719,1.05739,hyperbolic,0.09091,10
4,0.65,0.65,0.0,-1.0e-5,1.05737,1.05739,exponential_05,0.00674,10
4,0.65125,0.65,-0.00125,-7.5e-4,1.05664,1.05739,exponential_01,0.36788,10
4,0.65125,0.65,-0.00125,-0.00184,1.05554,1.05739,no_penalty,1.0,10
4,0.64625,0.64875,0.0025,-1.9e-4,1.06051,1.0607,hyperbolic,0.0625,15
4,0.64875,0.64875,0.0,-0.0,1.0607,1.0607,exponential_05,5.5e-4,15
4,0.64625,0.64875,0.0025,-6.5e-4,1.06005,1.0607,exponential_01,0.22313,15
4,0.65,0.64875,-0.00125,-0.0027,1.058,1.0607,no_penalty,1.0,15
4,0.6425,0.6425,0.0,-1.4e-4,1.0525,1.05264,hyperbolic,0.04762,20
4,0.6425,0.6425,0.0,0.0,1.05264,1.05264,exponential_05,5.0e-5,20
4,0.6425,0.6425,0.0,-3.8e-4,1.05225,1.05264,exponential_01,0.13534,20
4,0.6525,0.6425,-0.01,-0.00263,1.05001,1.05264,no_penalty,1.0,20
5,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,hyperbolic,1.0,0
5,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,exponential_05,1.0,0
5,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,exponential_01,1.0,0
5,0.65625,0.6525,-0.00375,-0.00454,1.0715,1.07604,no_penalty,1.0,0
5,0.65,0.64875,-0.00125,-0.00245,1.07308,1.07553,hyperbolic,0.5,1
5,0.6475,0.64875,0.00125,-0.00295,1.07258,1.07553,exponential_05,0.60653,1
5,0.64875,0.64875,0.0,-0.0043,1.07122,1.07553,exponential_01,0.90484,1
5,0.65125,0.64875,-0.0025,-0.00472,1.07081,1.07553,no_penalty,1.0,1
5,0.64875,0.64625,-0.0025,-0.00161,1.07434,1.07595,hyperbolic,0.33333,2
5,0.64875,0.64625,-0.0025,-0.00178,1.07417,1.07595,exponential_05,0.36788,2
5,0.64875,0.64625,-0.0025,-0.00382,1.07213,1.07595,exponential_01,0.81873,2
5,0.6525,0.64625,-0.00625,-0.0046,1.07135,1.07595,no_penalty,1.0,2
5,0.6475,0.6475,0.0,-0.00124,1.07125,1.07249,hyperbolic,0.25,3
5,0.6475,0.6475,0.0,-0.00111,1.07138,1.07249,exponential_05,0.22313,3
5,0.65,0.6475,-0.0025,-0.00356,1.06893,1.07249,exponential_01,0.74082,3
5,0.65375,0.6475,-0.00625,-0.00471,1.06778,1.07249,no_penalty,1.0,3
5,0.6425,0.64,-0.0025,-8.7e-4,1.06893,1.06981,hyperbolic,0.16667,5
5,0.64125,0.64,-0.00125,-4.3e-4,1.06938,1.06981,exponential_05,0.08208,5
5,0.64375,0.64,-0.00375,-0.0031,1.06671,1.06981,exponential_01,0.60653,5
5,0.645,0.64,-0.005,-0.00499,1.06482,1.06981,no_penalty,1.0,5
5,0.63875,0.63875,0.0,-6.1e-4,1.06506,1.06567,hyperbolic,0.11111,8
5,0.63875,0.63875,0.0,-0.0001,1.06557,1.06567,exponential_05,0.01832,8
5,0.63875,0.63875,0.0,-0.00242,1.06325,1.06567,exponential_01,0.44933,8
5,0.64125,0.63875,-0.0025,-0.00522,1.06045,1.06567,no_penalty,1.0,8
5,0.64,0.64,0.0,-5.2e-4,1.06391,1.06443,hyperbolic,0.09091,10
5,0.64,0.64,0.0,-4.0e-5,1.06439,1.06443,exponential_05,0.00674,10
5,0.64,0.64,0.0,-0.00208,1.06236,1.06443,exponential_01,0.36788,10
5,0.6425,0.64,-0.0025,-0.00547,1.05896,1.06443,no_penalty,1.0,10
5,0.63875,0.6375,-0.00125,-3.7e-4,1.06139,1.06176,hyperbolic,0.0625,15
5,0.6375,0.6375,0.0,-0.0,1.06176,1.06176,exponential_05,5.5e-4,15
5,0.64,0.6375,-0.0025,-0.0013,1.06046,1.06176,exponential_01,0.22313,15
5,0.6425,0.6375,-0.005,-0.0056,1.05616,1.06176,no_penalty,1.0,15
5,0.6375,0.6375,0.0,-2.9e-4,1.06132,1.06161,hyperbolic,0.04762,20
5,0.6375,0.6375,0.0,-0.0,1.06161,1.06161,exponential_05,5.0e-5,20
5,0.63875,0.6375,-0.00125,-8.2e-4,1.06079,1.06161,exponential_01,0.13534,20
5,0.64375,0.6375,-0.00625,-0.00586,1.05575,1.06161,no_penalty,1.0,20
6,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,hyperbolic,1.0,0
6,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,exponential_05,1.0,0
6,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,exponential_01,1.0,0
6,0.65,0.6525,0.0025,7.6e-4,1.0768,1.07604,no_penalty,1.0,0
6,0.655,0.65625,0.00125,3.1e-4,1.0718,1.0715,hyperbolic,0.5,1
6,0.655,0.65625,0.00125,0.0004,1.0719,1.0715,exponential_05,0.60653,1
6,0.65375,0.65625,0.0025,7.3e-4,1.07223,1.0715,exponential_01,0.90484,1
6,0.6525,0.65625,0.00375,8.6e-4,1.07235,1.0715,no_penalty,1.0,1
6,0.66,0.65875,-0.00125,2.2e-4,1.06796,1.06774,hyperbolic,0.33333,2
6,0.66,0.65875,-0.00125,2.5e-4,1.06799,1.06774,exponential_05,0.36788,2
6,0.65875,0.65875,0.0,7.2e-4,1.06846,1.06774,exponential_01,0.81873,2
6,0.65625,0.65875,0.0025,9.7e-4,1.06871,1.06774,no_penalty,1.0,2
6,0.65625,0.65625,0.0,9.0e-5,1.06686,1.06678,hyperbolic,0.25,3
6,0.6575,0.65625,-0.00125,8.0e-5,1.06685,1.06678,exponential_05,0.22313,3
6,0.65625,0.65625,0.0,4.3e-4,1.06721,1.06678,exponential_01,0.74082,3
6,0.6525,0.65625,0.00375,0.0007,1.06748,1.06678,no_penalty,1.0,3
6,0.66125,0.66,-0.00125,-0.0,1.06059,1.06059,hyperbolic,0.16667,5
6,0.66,0.66,0.0,-0.0,1.06059,1.06059,exponential_05,0.08208,5
6,0.66,0.66,0.0,0.0001,1.06069,1.06059,exponential_01,0.60653,5
6,0.65625,0.66,0.00375,3.3e-4,1.06092,1.06059,no_penalty,1.0,5
6,0.66375,0.66375,0.0,-6.0e-5,1.05475,1.05481,hyperbolic,0.11111,8
6,0.66375,0.66375,0.0,-1.0e-5,1.0548,1.05481,exponential_05,0.01832,8
6,0.66375,0.66375,0.0,-1.7e-4,1.05464,1.05481,exponential_01,0.44933,8
6,0.66375,0.66375,0.0,-1.5e-4,1.05466,1.05481,no_penalty,1.0,8
6,0.66375,0.66375,0.0,-0.0001,1.05459,1.05469,hyperbolic,0.09091,10
6,0.66375,0.66375,0.0,-1.0e-5,1.05469,1.05469,exponential_05,0.00674,10
6,0.66625,0.66375,-0.0025,-3.8e-4,1.05431,1.05469,exponential_01,0.36788,10
6,0.66375,0.66375,0.0,-7.9e-4,1.0539,1.05469,no_penalty,1.0,10
6,0.66375,0.665,0.00125,-1.1e-4,1.05286,1.05297,hyperbolic,0.0625,15
6,0.665,0.665,0.0,-0.0,1.05297,1.05297,exponential_05,5.5e-4,15
6,0.66375,0.665,0.00125,-3.9e-4,1.05258,1.05297,exponential_01,0.22313,15
6,0.66375,0.665,0.00125,-0.00149,1.05148,1.05297,no_penalty,1.0,15
6,0.665,0.665,0.0,-1.1e-4,1.04863,1.04874,hyperbolic,0.04762,20
6,0.665,0.665,0.0,0.0,1.04874,1.04874,exponential_05,5.0e-5,20
6,0.66375,0.665,0.00125,-3.1e-4,1.04843,1.04874,exponential_01,0.13534,20
6,0.665,0.665,0.0,-0.00201,1.04672,1.04874,no_penalty,1.0,20
7,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,hyperbolic,1.0,0
7,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,exponential_05,1.0,0
7,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,exponential_01,1.0,0
7,0.64375,0.6525,0.00875,-0.0025,1.07354,1.07604,no_penalty,1.0,0
7,0.645,0.64875,0.00375,-0.00138,1.07357,1.07495,hyperbolic,0.5,1
7,0.6425,0.64875,0.00625,-0.00163,1.07331,1.07495,exponential_05,0.60653,1
7,0.6425,0.64875,0.00625,-0.00229,1.07266,1.07495,exponential_01,0.90484,1
7,0.64125,0.64875,0.0075,-0.00248,1.07247,1.07495,no_penalty,1.0,1
7,0.6425,0.64375,0.00125,-9.5e-4,1.0737,1.07465,hyperbolic,0.33333,2
7,0.6425,0.64375,0.00125,-0.00104,1.07361,1.07465,exponential_05,0.36788,2
7,0.6425,0.64375,0.00125,-0.00213,1.07252,1.07465,exponential_01,0.81873,2
7,0.64125,0.64375,0.0025,-0.00251,1.07214,1.07465,no_penalty,1.0,2
7,0.64,0.6425,0.0025,-7.6e-4,1.07315,1.07391,hyperbolic,0.25,3
7,0.64125,0.6425,0.00125,-6.8e-4,1.07323,1.07391,exponential_05,0.22313,3
7,0.63875,0.6425,0.00375,-0.00208,1.07183,1.07391,exponential_01,0.74082,3
7,0.63875,0.6425,0.00375,-0.00268,1.07123,1.07391,no_penalty,1.0,3
7,0.64875,0.64875,0.0,-5.3e-4,1.06831,1.06884,hyperbolic,0.16667,5
7,0.64875,0.64875,0.0,-2.6e-4,1.06858,1.06884,exponential_05,0.08208,5
7,0.6475,0.64875,0.00125,-0.0018,1.06704,1.06884,exponential_01,0.60653,5
7,0.64625,0.64875,0.0025,-0.00279,1.06606,1.06884,no_penalty,1.0,5
7,0.66,0.66125,0.00125,-4.5e-4,1.06342,1.06387,hyperbolic,0.11111,8
7,0.66125,0.66125,0.0,-7.0e-5,1.06379,1.06387,exponential_05,0.01832,8
7,0.6625,0.66125,-0.00125,-0.00174,1.06212,1.06387,exponential_01,0.44933,8
7,0.66,0.66125,0.00125,-0.00362,1.06025,1.06387,no_penalty,1.0,8
7,0.65875,0.6575,-0.00125,-4.1e-4,1.06345,1.06386,hyperbolic,0.09091,10
7,0.6575,0.6575,0.0,-3.0e-5,1.06383,1.06386,exponential_05,0.00674,10
7,0.6575,0.6575,0.0,-0.00161,1.06225,1.06386,exponential_01,0.36788,10
7,0.65875,0.6575,-0.00125,-0.00408,1.05978,1.06386,no_penalty,1.0,10
7,0.66625,0.66625,0.0,-2.9e-4,1.05468,1.05497,hyperbolic,0.0625,15
7,0.66625,0.66625,0.0,-0.0,1.05497,1.05497,exponential_05,5.5e-4,15
7,0.665,0.66625,0.00125,-0.00101,1.05396,1.05497,exponential_01,0.22313,15
7,0.66625,0.66625,0.0,-0.00422,1.05075,1.05497,no_penalty,1.0,15
7,0.65125,0.65125,0.0,-2.3e-4,1.05626,1.05649,hyperbolic,0.04762,20
7,0.65125,0.65125,0.0,-0.0,1.05649,1.05649,exponential_05,5.0e-5,20
7,0.6525,0.65125,-0.00125,-6.5e-4,1.05584,1.05649,exponential_01,0.13534,20
7,0.6525,0.65125,-0.00125,-0.00447,1.05202,1.05649,no_penalty,1.0,20
8,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,hyperbolic,1.0,0
8,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,exponential_05,1.0,0
8,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,exponential_01,1.0,0
8,0.64875,0.6525,0.00375,-5.1e-4,1.07553,1.07604,no_penalty,1.0,0
8,0.64375,0.64875,0.005,-4.1e-4,1.07454,1.07495,hyperbolic,0.5,1
8,0.64375,0.64875,0.005,-4.6e-4,1.07449,1.07495,exponential_05,0.60653,1
8,0.64375,0.64875,0.005,-5.7e-4,1.07438,1.07495,exponential_01,0.90484,1
8,0.64375,0.64875,0.005,-5.9e-4,1.07436,1.07495,no_penalty,1.0,1
8,0.6425,0.64375,0.00125,-3.2e-4,1.07433,1.07465,hyperbolic,0.33333,2
8,0.6425,0.64375,0.00125,-3.5e-4,1.0743,1.07465,exponential_05,0.36788,2
8,0.64375,0.64375,0.0,-6.3e-4,1.07402,1.07465,exponential_01,0.81873,2
8,0.6425,0.64375,0.00125,-6.9e-4,1.07396,1.07465,no_penalty,1.0,2
8,0.64875,0.65,0.00125,-3.2e-4,1.07423,1.07455,hyperbolic,0.25,3
8,0.64875,0.65,0.00125,-2.9e-4,1.07426,1.07455,exponential_05,0.22313,3
8,0.65,0.65,0.0,-7.8e-4,1.07377,1.07455,exponential_01,0.74082,3
8,0.6475,0.65,0.0025,-9.4e-4,1.07361,1.07455,no_penalty,1.0,3
8,0.655,0.655,0.0,-2.7e-4,1.07038,1.07066,hyperbolic,0.16667,5
8,0.655,0.655,0.0,-1.4e-4,1.07052,1.07066,exponential_05,0.08208,5
8,0.655,0.655,0.0,-8.9e-4,1.06977,1.07066,exponential_01,0.60653,5
8,0.655,0.655,0.0,-0.0013,1.06935,1.07066,no_penalty,1.0,5
8,0.65625,0.655,-0.00125,-2.3e-4,1.06445,1.06469,hyperbolic,0.11111,8
8,0.655,0.655,0.0,-4.0e-5,1.06465,1.06469,exponential_05,0.01832,8
8,0.65625,0.655,-0.00125,-8.9e-4,1.06379,1.06469,exponential_01,0.44933,8
8,0.65875,0.655,-0.00375,-0.00178,1.06291,1.06469,no_penalty,1.0,8
8,0.64875,0.64875,0.0,-0.0002,1.06024,1.06044,hyperbolic,0.09091,10
8,0.64875,0.64875,0.0,-2.0e-5,1.06043,1.06044,exponential_05,0.00674,10
8,0.64875,0.64875,0.0,-7.7e-4,1.05967,1.06044,exponential_01,0.36788,10
8,0.65375,0.64875,-0.005,-0.00186,1.05858,1.06044,no_penalty,1.0,10
8,0.655,0.655,0.0,-1.6e-4,1.05657,1.05672,hyperbolic,0.0625,15
8,0.655,0.655,0.0,-0.0,1.05672,1.05672,exponential_05,5.5e-4,15
8,0.6575,0.655,-0.0025,-5.5e-4,1.05617,1.05672,exponential_01,0.22313,15
8,0.6625,0.655,-0.0075,-0.00221,1.05452,1.05672,no_penalty,1.0,15
8,0.65,0.65,0.0,-1.4e-4,1.04548,1.04562,hyperbolic,0.04762,20
8,0.65,0.65,0.0,0.0,1.04562,1.04562,exponential_05,5.0e-5,20
8,0.65,0.65,0.0,-3.9e-4,1.04523,1.04562,exponential_01,0.13534,20
8,0.655,0.65,-0.005,-0.00259,1.04303,1.04562,no_penalty,1.0,20
9,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,hyperbolic,1.0,0
9,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,exponential_05,1.0,0
9,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,exponential_01,1.0,0
9,0.64875,0.6525,0.00375,-0.00109,1.07495,1.07604,no_penalty,1.0,0
9,0.64375,0.64375,0.0,-6.3e-4,1.07291,1.07354,hyperbolic,0.5,1
9,0.64125,0.64375,0.0025,-7.4e-4,1.0728,1.07354,exponential_05,0.60653,1
9,0.64125,0.64375,0.0025,-0.001,1.07254,1.07354,exponential_01,0.90484,1
9,0.64125,0.64375,0.0025,-0.00107,1.07247,1.07354,no_penalty,1.0,1
9,0.64375,0.64625,0.0025,-4.4e-4,1.07142,1.07186,hyperbolic,0.33333,2
9,0.64375,0.64625,0.0025,-4.8e-4,1.07138,1.07186,exponential_05,0.36788,2
9,0.64125,0.64625,0.005,-9.5e-4,1.07091,1.07186,exponential_01,0.81873,2
9,0.64125,0.64625,0.005,-0.0011,1.07077,1.07186,no_penalty,1.0,2
9,0.65,0.64875,-0.00125,-3.7e-4,1.06662,1.06699,hyperbolic,0.25,3
9,0.65,0.64875,-0.00125,-3.3e-4,1.06666,1.06699,exponential_05,0.22313,3
